"","Ho","Hs","Ht","Dst","Htp","Dstp","Fst","Fstp","Fis","Dest"
"X6066_25",0.0667,0.1715,0.1858,0.0142,0.2,0.0285,0.0767,0.1424,0.6113,0.0344
"X6070_13",0.3111,0.4117,0.4558,0.0442,0.5,0.0883,0.0969,0.1767,0.2442,0.1502
"X6072_19",0.2167,0.2298,0.2399,0.0101,0.25,0.0202,0.0421,0.0809,0.0571,0.0262
"X6074_24",0.3611,0.3632,0.4208,0.0576,0.4784,0.1152,0.1369,0.2408,0.0058,0.1809
"X6075_33",0.0556,0.0548,0.0552,4e-04,0.0556,8e-04,0.0072,0.0143,-0.0145,8e-04
"X19183_14",0.0714,0.07,0.0707,7e-04,0.0714,0.0014,0.0101,0.02,-0.0204,0.0015
"X6089_21",0,0.0569,0.0562,-7e-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
"X22372_39",0.0385,0.0388,0.0386,-2e-04,0.0385,-4e-04,-0.0047,-0.0094,0.0093,-4e-04
"X19188_24",0.0312,0.0316,0.0314,-2e-04,0.0312,-3e-04,-0.0051,-0.0102,0.0101,-3e-04
"X6108_14",0.0588,0.1554,0.1512,-0.0042,0.1471,-0.0083,-0.0275,-0.0565,0.6214,-0.0098
"X6109_30",0.1944,0.2682,0.4628,0.1946,0.6574,0.3892,0.4204,0.592,0.2751,0.5318
"X6114_20",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X6141_33",0.1111,0.1094,0.1072,-0.0022,0.1049,-0.0045,-0.0209,-0.0428,-0.0154,-0.005
"X6145_12",0.1,0.0935,0.0967,0.0033,0.1,0.0065,0.0339,0.0655,-0.0701,0.0072
"X6147_34",0,0.0569,0.0562,-7e-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
"X6157_30",0.0294,0.0297,0.0296,-2e-04,0.0294,-3e-04,-0.0056,-0.0112,0.0111,-3e-04
"X6152_30",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X6200_40",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X6208_22",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X6213_9",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X6216_36",0.0333,0.0967,0.0983,0.0017,0.1,0.0033,0.0169,0.0333,0.6552,0.0037
"X6217_33",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X6219_30",0.1,0.2568,0.3284,0.0716,0.4,0.1432,0.218,0.358,0.6106,0.1927
"X6225_35",0.1667,0.1461,0.1564,0.0103,0.1667,0.0206,0.0658,0.1235,-0.1409,0.0241
"X6230_24",0.1144,0.207,0.5005,0.2936,0.7941,0.5871,0.5865,0.7394,0.4474,0.7404
"X6246_26",0.0455,0.0456,0.0455,-1e-04,0.0455,-1e-04,-0.0013,-0.0025,0.0025,-1e-04
"X19200_16",0.1071,0.1554,0.167,0.0116,0.1786,0.0232,0.0693,0.1297,0.3106,0.0274
"X19201_12",0.1213,0.1194,0.1167,-0.0027,0.114,-0.0054,-0.0231,-0.0472,-0.0165,-0.0061
"X6163_7",0.0294,0.0297,0.0296,-2e-04,0.0294,-3e-04,-0.0056,-0.0112,0.0111,-3e-04
"X6167_30",0.1333,0.1207,0.127,0.0063,0.1333,0.0126,0.0496,0.0945,-0.1043,0.0143
"X6168_30",0.1333,0.1207,0.127,0.0063,0.1333,0.0126,0.0496,0.0945,-0.1043,0.0143
"X6169_30",0.1333,0.1207,0.127,0.0063,0.1333,0.0126,0.0496,0.0945,-0.1043,0.0143
"X6170_30",0.1333,0.1207,0.127,0.0063,0.1333,0.0126,0.0496,0.0945,-0.1043,0.0143
"X6171_30",0.1333,0.1207,0.127,0.0063,0.1333,0.0126,0.0496,0.0945,-0.1043,0.0143
"X6172_30",0.1333,0.1207,0.127,0.0063,0.1333,0.0126,0.0496,0.0945,-0.1043,0.0143
"X6173_30",0.1333,0.1207,0.127,0.0063,0.1333,0.0126,0.0496,0.0945,-0.1043,0.0143
"X6174_30",0.1333,0.1207,0.127,0.0063,0.1333,0.0126,0.0496,0.0945,-0.1043,0.0143
"X6175_30",0.1333,0.1207,0.127,0.0063,0.1333,0.0126,0.0496,0.0945,-0.1043,0.0143
"X6177_30",0.1333,0.1207,0.127,0.0063,0.1333,0.0126,0.0496,0.0945,-0.1043,0.0143
"X19205_16",0.1,0.0935,0.0968,0.0032,0.1,0.0065,0.0334,0.0646,-0.0691,0.0071
"X6197_22",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0056,0.0112,-0.0113,6e-04
"X19221_37",0.05,0.0496,0.0498,2e-04,0.05,4e-04,0.0039,0.0078,-0.0079,4e-04
"X19222_37",0.05,0.0496,0.0498,2e-04,0.05,4e-04,0.0039,0.0078,-0.0079,4e-04
"X6265_10",0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
"X6251_18",0.1786,0.1967,0.2234,0.0266,0.25,0.0533,0.1193,0.2132,0.0922,0.0663
"X6254_6",0.1786,0.1521,0.1653,0.0133,0.1786,0.0265,0.0802,0.1484,-0.1743,0.0313
"X6279_13",0.3222,0.2714,0.2746,0.0032,0.2778,0.0064,0.0116,0.0229,-0.1872,0.0087
"X6280_17",0.1611,0.1953,0.1977,0.0023,0.2,0.0047,0.0119,0.0234,0.1751,0.0058
"X6282_40",0.0357,0.036,0.0359,-1e-04,0.0357,-3e-04,-0.0039,-0.0078,0.0078,-3e-04
"X6268_12",0.1176,0.1077,0.1127,0.005,0.1176,0.01,0.0442,0.0847,-0.0925,0.0112
"X6270_17",0.1667,0.144,0.1554,0.0113,0.1667,0.0226,0.0728,0.1357,-0.157,0.0264
"X6272_35",0.0769,0.0744,0.0757,0.0013,0.0769,0.0025,0.0168,0.033,-0.0341,0.0027
"X6278_9",0.05,0.1361,0.1431,0.0069,0.15,0.0139,0.0484,0.0924,0.6327,0.016
"X6294_17",0.0417,0.2253,0.2585,0.0332,0.2917,0.0663,0.1283,0.2274,0.8151,0.0856
"X6339_8",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X6286_19",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X6288_18",0.1176,0.434,0.4229,-0.0111,0.4118,-0.0223,-0.0263,-0.0541,0.7289,-0.0393
"X6289_9",0.0278,0.0817,0.0825,8e-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
"X6291_25",0.0667,0.065,0.0659,8e-04,0.0667,0.0016,0.0123,0.0244,-0.025,0.0017
"X19234_26",0.2183,0.4399,0.4283,-0.0116,0.4167,-0.0232,-0.0271,-0.0558,0.5039,-0.0415
"X6302_29",0,0.2079,0.229,0.021,0.25,0.0421,0.0919,0.1683,1,0.0531
"X6313_32",0.2353,0.2605,0.3655,0.1051,0.4706,0.2101,0.2874,0.4465,0.0967,0.2841
"X6320_24",0.0833,0.1262,0.1325,0.0064,0.1389,0.0127,0.048,0.0916,0.3395,0.0146
"X6349_12",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X6358_14",0.1471,0.2502,0.3163,0.0661,0.3824,0.1322,0.2089,0.3457,0.4122,0.1763
"X6377_39",0.0938,0.2159,0.2486,0.0327,0.2812,0.0654,0.1315,0.2324,0.5657,0.0834
"X6360_30",0.1111,0.1029,0.107,0.0041,0.1111,0.0082,0.0385,0.0741,-0.0801,0.0092
"X19245_41",0.15,0.1432,0.1416,-0.0016,0.14,-0.0032,-0.0112,-0.0227,-0.0476,-0.0037
"X6369_39",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X6378_11",0.0919,0.198,0.1946,-0.0034,0.1912,-0.0068,-0.0175,-0.0357,0.5358,-0.0085
"X22408_27",0.0357,0.1035,0.1053,0.0018,0.1071,0.0037,0.0174,0.0342,0.6549,0.0041
"X19254_10",0.1,0.2338,0.2669,0.0331,0.3,0.0662,0.1241,0.2207,0.5723,0.0864
"X6383_32",0.1778,0.16,0.1647,0.0047,0.1694,0.0094,0.0285,0.0555,-0.1108,0.0112
"X6390_13",0.0417,0.0419,0.0418,-1e-04,0.0417,-2e-04,-0.0023,-0.0046,0.0046,-2e-04
"X6391_26",0.2,0.3257,0.4557,0.13,0.5857,0.26,0.2853,0.444,0.3859,0.3856
"X19261_23",0.1,0.0939,0.097,0.003,0.1,0.0061,0.0314,0.061,-0.0649,0.0067
"X6395_23",0.1786,0.1974,0.2237,0.0263,0.25,0.0526,0.1177,0.2105,0.0952,0.0656
"X6400_15",0.3944,0.3267,0.3217,-0.005,0.3167,-0.01,-0.0156,-0.0317,-0.2073,-0.0149
"X6405_38",0.1458,0.1411,0.1383,-0.0029,0.1354,-0.0057,-0.0207,-0.0423,-0.0332,-0.0067
"X6408_16",0.05,0.2446,0.2973,0.0527,0.35,0.1054,0.1773,0.3012,0.7956,0.1396
"X6415_14",0.0278,0.0282,0.028,-2e-04,0.0278,-4e-04,-0.0075,-0.0152,0.0149,-4e-04
"X6487_40",0.0333,0.0337,0.0335,-2e-04,0.0333,-4e-04,-0.0061,-0.0122,0.012,-4e-04
"X6495_7",0.125,0.1141,0.1196,0.0054,0.125,0.0109,0.0456,0.0872,-0.0955,0.0123
"X6449_18",0.0588,0.0576,0.0582,6e-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
"X6450_12",0.4375,0.516,0.5132,-0.0028,0.5104,-0.0056,-0.0054,-0.0109,0.1521,-0.0115
"X6454_37",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X6453_41",0.3229,0.5311,0.5156,-0.0156,0.5,-0.0311,-0.0302,-0.0622,0.392,-0.0664
"X6456_12",0.2,0.1652,0.1826,0.0174,0.2,0.0348,0.0954,0.1741,-0.2108,0.0417
"X6457_15",0.1667,0.4271,0.4635,0.0365,0.5,0.0729,0.0787,0.1458,0.6098,0.1273
"X6460_33",0.0882,0.1324,0.1398,0.0073,0.1471,0.0146,0.0523,0.0994,0.3338,0.0168
"X6464_39",0.1176,0.1077,0.1127,0.005,0.1176,0.01,0.0442,0.0847,-0.0925,0.0112
"X6465_26",0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
"X6475_34",0.0625,0.1163,0.1206,0.0044,0.125,0.0087,0.0361,0.0697,0.4625,0.0099
"X6477_26",0.1556,0.1479,0.1462,-0.0017,0.1444,-0.0035,-0.0119,-0.0241,-0.0516,-0.0041
"X6479_20",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0061,0.012,-0.0122,6e-04
"X6485_12",0.1765,0.2405,0.2967,0.0562,0.3529,0.1125,0.1895,0.3187,0.2661,0.1481
"X6498_35",0.1111,0.1027,0.1069,0.0042,0.1111,0.0084,0.0394,0.0758,-0.082,0.0094
"X19275_14",0.0333,0.0336,0.0335,-2e-04,0.0333,-3e-04,-0.0045,-0.0091,0.009,-3e-04
"X6509_36",0.101,0.1006,0.0984,-0.0022,0.0962,-0.0045,-0.0228,-0.0467,-0.0032,-0.005
"X6512_26",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0061,0.012,-0.0122,6e-04
"X6518_23",0.2278,0.3478,0.3517,0.0039,0.3556,0.0078,0.011,0.0218,0.3451,0.0119
"X6520_9",0.2,0.2518,0.3259,0.0741,0.4,0.1482,0.2274,0.3705,0.2057,0.1981
"X19282_14",0.0333,0.0343,0.0338,-5e-04,0.0333,-9e-04,-0.014,-0.0283,0.0275,-0.001
"X6534_32",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X19287_15",0.1923,0.241,0.2936,0.0526,0.3462,0.1052,0.1792,0.3039,0.2019,0.1386
"X6538_30",0.0625,0.2683,0.3529,0.0846,0.4375,0.1692,0.2397,0.3867,0.7671,0.2312
"X6542_7",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0056,0.0112,-0.0113,6e-04
"X6546_19",0.1813,0.229,0.2473,0.0183,0.2656,0.0366,0.074,0.1378,0.2086,0.0475
"X6560_16",0.2059,0.2289,0.2762,0.0473,0.3235,0.0947,0.1714,0.2926,0.1004,0.1228
"X6565_7",0.1667,0.2652,0.3826,0.1174,0.5,0.2348,0.3069,0.4697,0.3714,0.3196
"X6583_17",0.2143,0.2411,0.2991,0.058,0.3571,0.1161,0.194,0.325,0.1111,0.1529
"X6564_24",0.5529,0.4674,0.466,-0.0013,0.4647,-0.0027,-0.0029,-0.0057,-0.1831,-0.005
"X6567_37",0.1429,0.14,0.1363,-0.0037,0.1327,-0.0073,-0.0269,-0.0554,-0.0204,-0.0085
"X6574_37",0.1429,0.14,0.1363,-0.0037,0.1327,-0.0073,-0.0269,-0.0554,-0.0204,-0.0085
"X6575_37",0.1429,0.14,0.1363,-0.0037,0.1327,-0.0073,-0.0269,-0.0554,-0.0204,-0.0085
"X6577_37",0.1429,0.14,0.1363,-0.0037,0.1327,-0.0073,-0.0269,-0.0554,-0.0204,-0.0085
"X6581_15",0.1389,0.2117,0.2247,0.013,0.2377,0.026,0.0578,0.1092,0.3439,0.0329
"X19305_19",0.0769,0.0744,0.0757,0.0013,0.0769,0.0025,0.0168,0.033,-0.0341,0.0027
"X6686_34",0.1111,0.1094,0.1072,-0.0022,0.1049,-0.0045,-0.0209,-0.0428,-0.0154,-0.005
"X6726_25",0.0357,0.0362,0.036,-3e-04,0.0357,-5e-04,-0.0074,-0.0149,0.0146,-6e-04
"X6646_18",0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
"X6651_39",0,0.0846,0.084,-6e-04,0.0833,-0.0013,-0.0076,-0.0154,1,-0.0014
"X6652_32",0.0667,0.0648,0.0658,9e-04,0.0667,0.0018,0.0138,0.0273,-0.028,0.0019
"X6654_7",0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
"X6658_8",0.15,0.1319,0.141,0.009,0.15,0.0181,0.0641,0.1205,-0.137,0.0208
"X6659_12",0.1611,0.1953,0.1977,0.0023,0.2,0.0047,0.0119,0.0234,0.1751,0.0058
"X6671_30",0.2222,0.4154,0.4762,0.0608,0.537,0.1217,0.1277,0.2265,0.465,0.2081
"X6681_32",0.0556,0.0547,0.0551,4e-04,0.0556,8e-04,0.0076,0.0152,-0.0154,9e-04
"X6680_24",0,0.0572,0.0564,-8e-04,0.0556,-0.0017,-0.0149,-0.0303,1,-0.0018
"X6685_7",0.0625,0.061,0.0618,7e-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
"X6698_10",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X19330_25",0,0.0638,0.0631,-6e-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
"X6715_31",0.0357,0.1041,0.1056,0.0015,0.1071,0.003,0.0142,0.0281,0.657,0.0034
"X6718_39",0.1765,0.1878,0.2116,0.0237,0.2353,0.0475,0.1121,0.2017,0.0605,0.0584
"X19333_10",0.15,0.1323,0.1411,0.0089,0.15,0.0177,0.0628,0.1182,-0.134,0.0204
"X6724_38",0.0357,0.036,0.0359,-1e-04,0.0357,-3e-04,-0.0039,-0.0078,0.0078,-3e-04
"X6729_40",0.2094,0.243,0.2518,0.0088,0.2607,0.0177,0.0351,0.0679,0.1382,0.0234
"X6732_22",0.15,0.2624,0.3562,0.0938,0.45,0.1876,0.2634,0.4169,0.4283,0.2544
"X6733_30",0.3667,0.3454,0.3394,-0.0061,0.3333,-0.0121,-0.0178,-0.0363,-0.0614,-0.0185
"X6745_32",0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
"X6750_15",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X6757_37",0.0294,0.0297,0.0296,-2e-04,0.0294,-3e-04,-0.0056,-0.0112,0.0111,-3e-04
"X6764_26",0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
"X6595_9",0.3482,0.2575,0.2917,0.0342,0.3259,0.0684,0.1173,0.21,-0.3524,0.0921
"X6603_30",0.25,0.2807,0.324,0.0433,0.3673,0.0866,0.1337,0.2358,0.1094,0.1204
"X6614_40",0.0333,0.0336,0.0335,-2e-04,0.0333,-3e-04,-0.0045,-0.0091,0.009,-3e-04
"X6630_16",0.1389,0.1238,0.1314,0.0075,0.1389,0.0151,0.0573,0.1084,-0.1216,0.0172
"X6636_24",0.0714,0.1351,0.1301,-0.0051,0.125,-0.0101,-0.0389,-0.081,0.4714,-0.0117
"X6770_23",0.0889,0.2496,0.4933,0.2437,0.737,0.4874,0.494,0.6614,0.6439,0.6496
"X6774_34",0.0588,0.0576,0.0582,6e-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
"X6786_31",0.1786,0.2535,0.3232,0.0697,0.3929,0.1393,0.2156,0.3547,0.2956,0.1867
"X6787_24",0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
"X6790_37",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X6791_36",0.3056,0.2172,0.2614,0.0442,0.3056,0.0884,0.169,0.2892,-0.4068,0.1129
"X6793_32",0.1213,0.1727,0.1691,-0.0036,0.1654,-0.0073,-0.0215,-0.0439,0.2975,-0.0088
"X6798_6",0.0667,0.123,0.1282,0.0052,0.1333,0.0103,0.0402,0.0773,0.4581,0.0117
"X6800_6",0.0667,0.123,0.1282,0.0052,0.1333,0.0103,0.0402,0.0773,0.4581,0.0117
"X6809_6",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X19361_8",0.0625,0.0612,0.0618,7e-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
"X6832_36",0.1111,0.1035,0.1073,0.0038,0.1111,0.0076,0.0353,0.0683,-0.0733,0.0085
"X6840_40",0.0312,0.0317,0.0315,-2e-04,0.0313,-4e-04,-0.0066,-0.0133,0.0131,-4e-04
"X6842_13",0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
"X6845_39",0.0357,0.036,0.0359,-1e-04,0.0357,-3e-04,-0.0039,-0.0078,0.0078,-3e-04
"X6857_23",0.101,0.1006,0.0984,-0.0022,0.0962,-0.0045,-0.0228,-0.0467,-0.0032,-0.005
"X6865_30",0.0333,0.0967,0.0983,0.0017,0.1,0.0033,0.0169,0.0333,0.6552,0.0037
"X6872_37",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X6986_10",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X6888_32",0.125,0.1142,0.1196,0.0054,0.125,0.0108,0.045,0.0862,-0.0943,0.0122
"X6909_25",0.2556,0.3156,0.3078,-0.0078,0.3,-0.0156,-0.0253,-0.0519,0.1902,-0.0228
"X19382_12",0.1429,0.22,0.2529,0.0329,0.2857,0.0657,0.1299,0.23,0.3506,0.0842
"X6911_40",0.0714,0.07,0.0707,7e-04,0.0714,0.0014,0.0101,0.02,-0.0204,0.0015
"X6934_37",0.125,0.1603,0.1739,0.0136,0.1875,0.0272,0.0782,0.1451,0.2202,0.0324
"X6953_8",0.0417,0.2283,0.2183,-0.01,0.2083,-0.02,-0.0458,-0.0959,0.8175,-0.0259
"X6980_39",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0061,0.012,-0.0122,6e-04
"X6991_37",0.0833,0.1262,0.1325,0.0064,0.1389,0.0127,0.048,0.0916,0.3395,0.0146
"X6898_31",0.2111,0.3324,0.3495,0.0171,0.3667,0.0343,0.049,0.0935,0.3649,0.0513
"X6900_33",0.1056,0.1907,0.1898,-9e-04,0.1889,-0.0018,-0.0048,-0.0096,0.4465,-0.0022
"X6903_14",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X6902_13",0.0312,0.0317,0.0315,-2e-04,0.0313,-4e-04,-0.0066,-0.0133,0.0131,-4e-04
"X6924_26",0.0588,0.0576,0.0582,6e-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
"X6936_15",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X19386_30",0.0667,0.065,0.0659,8e-04,0.0667,0.0016,0.0123,0.0244,-0.025,0.0017
"X6942_35",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X6944_32",0.0312,0.0911,0.0924,0.0013,0.0937,0.0027,0.0144,0.0283,0.6569,0.0029
"X6957_13",0.2,0.1651,0.1825,0.0175,0.2,0.0349,0.0957,0.1747,-0.2117,0.0418
"X19389_30",0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
"X6964_33",0.2542,0.293,0.3152,0.0223,0.3375,0.0445,0.0706,0.132,0.1324,0.063
"X6972_35",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X6973_36",0.1778,0.2251,0.4806,0.2555,0.7361,0.511,0.5316,0.6942,0.2102,0.6595
"X22461_10",0.0625,0.0612,0.0618,7e-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
"X7005_6",0.1,0.0939,0.097,0.003,0.1,0.0061,0.0314,0.061,-0.0649,0.0067
"X7010_28",0.2222,0.2323,0.2828,0.0505,0.3333,0.101,0.1786,0.303,0.0435,0.1316
"X7011_12",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X7016_16",0.0625,0.061,0.0618,7e-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
"X7021_10",0.1333,0.1685,0.1842,0.0158,0.2,0.0315,0.0855,0.1576,0.2086,0.0379
"X7022_6",0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
"X7025_38",0.2118,0.4715,0.4615,-0.0101,0.4514,-0.0202,-0.0218,-0.0446,0.5508,-0.0381
"X7030_38",0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
"X7034_34",0.0455,0.1278,0.1321,0.0043,0.1364,0.0086,0.0324,0.0628,0.6443,0.0098
"X7033_22",0.0667,0.065,0.0659,8e-04,0.0667,0.0016,0.0123,0.0244,-0.025,0.0017
"X7035_29",0.0667,0.123,0.1282,0.0052,0.1333,0.0103,0.0402,0.0773,0.4581,0.0117
"X7037_9",0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
"X7042_31",0.1111,0.1827,0.2025,0.0197,0.2222,0.0395,0.0975,0.1777,0.3919,0.0483
"X7043_26",0.1111,0.1027,0.1069,0.0042,0.1111,0.0084,0.0394,0.0758,-0.082,0.0094
"X7054_33",0.15,0.198,0.224,0.026,0.25,0.052,0.116,0.2078,0.2426,0.0648
"X7058_9",0.2647,0.2451,0.3137,0.0686,0.3824,0.1372,0.2187,0.3589,-0.0799,0.1818
"X7059_17",0.1181,0.1162,0.1137,-0.0026,0.1111,-0.0051,-0.0225,-0.046,-0.0157,-0.0058
"X7066_23",0.25,0.194,0.222,0.028,0.25,0.056,0.1262,0.2241,-0.2889,0.0695
"X7067_23",0.0556,0.112,0.1084,-0.0035,0.1049,-0.007,-0.0323,-0.0668,0.5038,-0.0079
"X7076_28",0.0312,0.0316,0.0314,-2e-04,0.0312,-3e-04,-0.0051,-0.0102,0.0101,-3e-04
"X7079_29",0.0294,0.135,0.141,0.006,0.1471,0.0121,0.0428,0.0821,0.7821,0.014
"X7084_35",0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
"X7089_31",0.0357,0.0362,0.036,-3e-04,0.0357,-5e-04,-0.0074,-0.0149,0.0146,-6e-04
"X7092_22",0.2889,0.3859,0.461,0.0751,0.5361,0.1502,0.1629,0.2802,0.2513,0.2446
"X7093_12",0.4143,0.4109,0.4126,0.0017,0.4143,0.0033,0.0041,0.0081,-0.0081,0.0057
"X7098_39",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X7109_10",0.4,0.485,0.5113,0.0262,0.5375,0.0525,0.0513,0.0976,0.1753,0.1019
"X7110_34",0.1429,0.2193,0.2525,0.0332,0.2857,0.0665,0.1316,0.2326,0.3485,0.0851
"X7112_17",0.15,0.2407,0.2953,0.0547,0.35,0.1093,0.1851,0.3124,0.3767,0.144
"X7119_19",0.0588,0.0576,0.0582,6e-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
"X7122_24",0.0357,0.036,0.0359,-1e-04,0.0357,-3e-04,-0.0039,-0.0078,0.0078,-3e-04
"X7153_37",0.2765,0.3114,0.488,0.1767,0.6647,0.3533,0.362,0.5316,0.1121,0.5131
"X7135_29",0.1889,0.325,0.5028,0.1778,0.6806,0.3555,0.3535,0.5224,0.4189,0.5267
"X7138_13",0.1278,0.1215,0.1219,4e-04,0.1222,7e-04,0.003,0.006,-0.0518,8e-04
"X7154_25",0.1357,0.1297,0.1292,-6e-04,0.1286,-0.0012,-0.0045,-0.0091,-0.046,-0.0013
"X7157_16",0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
"X7161_30",0,0.061,0.0599,-0.0011,0.0588,-0.0021,-0.0179,-0.0364,1,-0.0023
"X7175_22",0.1875,0.2612,0.3494,0.0881,0.4375,0.1763,0.2523,0.4029,0.2822,0.2386
"X7186_38",0.0556,0.3706,0.3928,0.0222,0.415,0.0444,0.0566,0.1071,0.8501,0.0706
"X19432_12",0.125,0.2537,0.3143,0.0607,0.375,0.1213,0.193,0.3235,0.5072,0.1626
"X7207_9",0.1838,0.1721,0.1706,-0.0015,0.1691,-0.003,-0.0088,-0.0177,-0.0681,-0.0036
"X7210_24",0.1741,0.3644,0.5059,0.1415,0.6473,0.2829,0.2797,0.4371,0.5222,0.4451
"X7215_24",0.0333,0.0337,0.0335,-2e-04,0.0333,-4e-04,-0.0061,-0.0122,0.012,-4e-04
"X7218_14",0.1538,0.1353,0.1446,0.0093,0.1538,0.0185,0.064,0.1203,-0.1367,0.0214
"X7265_22",0.0294,0.135,0.141,0.006,0.1471,0.0121,0.0428,0.0821,0.7821,0.014
"X7269_9",0.0357,0.103,0.1051,0.0021,0.1071,0.0042,0.0199,0.0391,0.6531,0.0047
"X19435_14",0.0769,0.0742,0.0755,0.0014,0.0769,0.0028,0.0183,0.0359,-0.0372,0.003
"X7242_11",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0061,0.012,-0.0122,6e-04
"X7243_33",0.0294,0.1357,0.1414,0.0057,0.1471,0.0113,0.0401,0.0771,0.7833,0.0131
"X7258_38",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X7296_40",0.1176,0.2204,0.2573,0.0368,0.2941,0.0737,0.1432,0.2505,0.4663,0.0945
"X7298_39",0.2176,0.2011,0.1976,-0.0035,0.1941,-0.007,-0.0178,-0.0362,-0.0821,-0.0088
