locus,Ho,Hs,Ht,Dst,Htp,Dstp,Fst,Fstp,Fis,Dest
2525_18,0.1838,0.2581,0.2688,0.0106,0.2794,0.0213,0.0396,0.0761,0.2879,0.0287
3815_37,0.25,0.2908,0.3028,0.012,0.3148,0.024,0.0396,0.0762,0.1404,0.0338
13528_18,0.1838,0.2581,0.2688,0.0106,0.2794,0.0213,0.0396,0.0761,0.2879,0.0287
345_14,0.1111,0.1027,0.1069,0.0042,0.1111,0.0084,0.0394,0.0758,-0.082,0.0094
1892_29,0.1111,0.1027,0.1069,0.0042,0.1111,0.0084,0.0394,0.0758,-0.082,0.0094
4434_26,0.1111,0.1027,0.1069,0.0042,0.1111,0.0084,0.0394,0.0758,-0.082,0.0094
6498_35,0.1111,0.1027,0.1069,0.0042,0.1111,0.0084,0.0394,0.0758,-0.082,0.0094
7043_26,0.1111,0.1027,0.1069,0.0042,0.1111,0.0084,0.0394,0.0758,-0.082,0.0094
13954_8,0.1111,0.1027,0.1069,0.0042,0.1111,0.0084,0.0394,0.0758,-0.082,0.0094
17548_18,0.1111,0.1027,0.1069,0.0042,0.1111,0.0084,0.0394,0.0758,-0.082,0.0094
4934_15,0.2222,0.2431,0.253,0.0099,0.263,0.0199,0.0393,0.0756,0.0858,0.0263
8552_20,0.1154,0.1067,0.111,0.0044,0.1154,0.0087,0.0392,0.0755,-0.0816,0.0097
11757_33,0.1111,0.1028,0.1069,0.0042,0.1111,0.0083,0.039,0.075,-0.0811,0.0093
13061_22,0.1111,0.1028,0.1069,0.0042,0.1111,0.0083,0.039,0.075,-0.0811,0.0093
17253_14,0.1111,0.1028,0.1069,0.0042,0.1111,0.0083,0.039,0.075,-0.0811,0.0093
17767_19,0.1111,0.1028,0.1069,0.0042,0.1111,0.0083,0.039,0.075,-0.0811,0.0093
825_20,0.0278,0.1285,0.1337,0.0052,0.1389,0.0104,0.0388,0.0747,0.7839,0.0119
9267_30,0.0278,0.1285,0.1337,0.0052,0.1389,0.0104,0.0388,0.0747,0.7839,0.0119
10046_38,0.0278,0.1285,0.1337,0.0052,0.1389,0.0104,0.0388,0.0747,0.7839,0.0119
10093_29,0.0278,0.1285,0.1337,0.0052,0.1389,0.0104,0.0388,0.0747,0.7839,0.0119
6360_30,0.1111,0.1029,0.107,0.0041,0.1111,0.0082,0.0385,0.0741,-0.0801,0.0092
16036_33,0.1111,0.1029,0.107,0.0041,0.1111,0.0082,0.0385,0.0741,-0.0801,0.0092
21462_6,0.1111,0.1029,0.107,0.0041,0.1111,0.0082,0.0385,0.0741,-0.0801,0.0092
17646_27,0.2062,0.2286,0.2377,0.0091,0.2469,0.0183,0.0385,0.0741,0.0977,0.0237
18529_20,0.2167,0.2626,0.273,0.0104,0.2833,0.0208,0.038,0.0733,0.1748,0.0281
18547_29,0.0667,0.1236,0.1285,0.0049,0.1333,0.0098,0.038,0.0732,0.4605,0.0111
5162_7,0.1111,0.103,0.107,0.0041,0.1111,0.0081,0.038,0.0732,-0.0789,0.0091
19748_10,0.1111,0.103,0.107,0.0041,0.1111,0.0081,0.038,0.0732,-0.0789,0.0091
20328_9,0.1111,0.103,0.107,0.0041,0.1111,0.0081,0.038,0.0732,-0.0789,0.0091
12615_32,0.5056,0.4891,0.5084,0.0193,0.5278,0.0387,0.038,0.0733,-0.0337,0.0757
21100_9,0.0667,0.1236,0.1285,0.0049,0.1333,0.0098,0.038,0.0732,0.4605,0.0111
18375_10,0.3929,0.3643,0.3786,0.0143,0.3929,0.0285,0.0377,0.0726,-0.0783,0.0449
11879_24,0.1111,0.1031,0.1071,0.004,0.1111,0.008,0.0374,0.0721,-0.0776,0.0089
11035_25,0.1611,0.2321,0.2411,0.0089,0.25,0.0179,0.0371,0.0715,0.3059,0.0233
143_18,0.2232,0.195,0.2024,0.0074,0.2098,0.0149,0.0367,0.0708,-0.1449,0.0184
145_18,0.2232,0.195,0.2024,0.0074,0.2098,0.0149,0.0367,0.0708,-0.1449,0.0184
147_18,0.2232,0.195,0.2024,0.0074,0.2098,0.0149,0.0367,0.0708,-0.1449,0.0184
3394_33,0.1111,0.1032,0.1072,0.0039,0.1111,0.0079,0.0367,0.0708,-0.0761,0.0088
12377_10,0.0294,0.1366,0.1418,0.0052,0.1471,0.0104,0.0367,0.0709,0.7847,0.0121
15713_10,0.2938,0.4938,0.5125,0.0187,0.5313,0.0375,0.0366,0.0705,0.4051,0.074
306_41,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
375_41,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
463_41,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
2393_41,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
3341_27,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
4609_41,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
5369_41,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
7867_41,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
10453_41,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
10988_35,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
12760_41,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
14375_34,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
15279_22,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
21562_31,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
17211_41,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
17757_41,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
17758_41,0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
17998_13,0.0625,0.1163,0.1206,0.0044,0.125,0.0087,0.0361,0.0697,0.4625,0.0099
1886_30,0.0625,0.1163,0.1206,0.0044,0.125,0.0087,0.0361,0.0697,0.4625,0.0099
4799_9,0.0625,0.1163,0.1206,0.0044,0.125,0.0087,0.0361,0.0697,0.4625,0.0099
6475_34,0.0625,0.1163,0.1206,0.0044,0.125,0.0087,0.0361,0.0697,0.4625,0.0099
7275_9,0.0625,0.1163,0.1206,0.0044,0.125,0.0087,0.0361,0.0697,0.4625,0.0099
9294_12,0.0625,0.1163,0.1206,0.0044,0.125,0.0087,0.0361,0.0697,0.4625,0.0099
20400_8,0.0625,0.1163,0.1206,0.0044,0.125,0.0087,0.0361,0.0697,0.4625,0.0099
14092_17,0.0278,0.1292,0.134,0.0048,0.1389,0.0097,0.0361,0.0697,0.785,0.0111
21059_12,0.0625,0.1163,0.1206,0.0044,0.125,0.0087,0.0361,0.0697,0.4625,0.0099
21389_19,0.0625,0.1163,0.1206,0.0044,0.125,0.0087,0.0361,0.0697,0.4625,0.0099
21564_8,0.1875,0.2619,0.2716,0.0097,0.2813,0.0194,0.0357,0.069,0.284,0.0263
17079_7,0.2222,0.2357,0.2444,0.0087,0.2531,0.0174,0.0356,0.0687,0.0571,0.0228
841_17,0.1357,0.2063,0.2139,0.0076,0.2214,0.0151,0.0354,0.0683,0.3422,0.0191
6832_36,0.1111,0.1035,0.1073,0.0038,0.1111,0.0076,0.0353,0.0683,-0.0733,0.0085
12485_14,0.1111,0.1035,0.1073,0.0038,0.1111,0.0076,0.0353,0.0683,-0.0733,0.0085
14176_24,0.0667,0.1243,0.1288,0.0045,0.1333,0.0091,0.0352,0.068,0.4635,0.0103
6729_40,0.2094,0.243,0.2518,0.0088,0.2607,0.0177,0.0351,0.0679,0.1382,0.0234
18947_39,0.1071,0.0999,0.1035,0.0036,0.1071,0.0073,0.035,0.0677,-0.0726,0.0081
15807_26,0.1071,0.0999,0.1035,0.0036,0.1071,0.0073,0.035,0.0677,-0.0726,0.0081
8_27,0.4762,0.3554,0.3682,0.0128,0.381,0.0256,0.0347,0.0671,-0.34,0.0397
2864_27,0.4762,0.3554,0.3682,0.0128,0.381,0.0256,0.0347,0.0671,-0.34,0.0397
3254_27,0.4762,0.3554,0.3682,0.0128,0.381,0.0256,0.0347,0.0671,-0.34,0.0397
4614_27,0.4762,0.3554,0.3682,0.0128,0.381,0.0256,0.0347,0.0671,-0.34,0.0397
9518_27,0.4762,0.3554,0.3682,0.0128,0.381,0.0256,0.0347,0.0671,-0.34,0.0397
9909_18,0.3333,0.2721,0.2819,0.0098,0.2917,0.0196,0.0347,0.0671,-0.2251,0.0269
653_13,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
556_10,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
962_37,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
1251_18,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
1570_16,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
3681_7,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
3987_25,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
4678_29,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
4743_26,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
6654_7,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
7309_11,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
7839_16,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
8317_17,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
9101_24,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
9291_16,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
10417_14,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
10853_34,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
11717_35,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
13503_23,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
13689_36,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
13878_7,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
13990_8,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
14249_21,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
14942_37,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
16932_31,0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
20720_9,0.2094,0.3951,0.4091,0.014,0.4231,0.0279,0.0341,0.066,0.4701,0.0462
4509_24,0.4853,0.4534,0.4693,0.016,0.4853,0.0319,0.034,0.0658,-0.0704,0.0584
5697_41,0.1,0.0935,0.0967,0.0033,0.1,0.0065,0.0339,0.0655,-0.0701,0.0072
6145_12,0.1,0.0935,0.0967,0.0033,0.1,0.0065,0.0339,0.0655,-0.0701,0.0072
10511_39,0.1,0.0935,0.0967,0.0033,0.1,0.0065,0.0339,0.0655,-0.0701,0.0072
11321_36,0.1,0.0935,0.0967,0.0033,0.1,0.0065,0.0339,0.0655,-0.0701,0.0072
11941_29,0.0625,0.1168,0.1209,0.0041,0.125,0.0082,0.0339,0.0656,0.4649,0.0093
13372_10,0.1,0.0935,0.0967,0.0033,0.1,0.0065,0.0339,0.0655,-0.0701,0.0072
16569_18,0.1,0.0935,0.0967,0.0033,0.1,0.0065,0.0339,0.0655,-0.0701,0.0072
16705_36,0.1,0.0935,0.0967,0.0033,0.1,0.0065,0.0339,0.0655,-0.0701,0.0072
9335_28,0.1125,0.2629,0.2721,0.0092,0.2812,0.0184,0.0338,0.0653,0.5721,0.0249
2011_40,0.1,0.0935,0.0968,0.0032,0.1,0.0065,0.0334,0.0646,-0.0691,0.0071
6082_6,0.1,0.0935,0.0968,0.0032,0.1,0.0065,0.0334,0.0646,-0.0691,0.0071
19205_16,0.1,0.0935,0.0968,0.0032,0.1,0.0065,0.0334,0.0646,-0.0691,0.0071
14199_36,0.1,0.0935,0.0968,0.0032,0.1,0.0065,0.0334,0.0646,-0.0691,0.0071
14925_40,0.1,0.0935,0.0968,0.0032,0.1,0.0065,0.0334,0.0646,-0.0691,0.0071
15147_18,0.1,0.0935,0.0968,0.0032,0.1,0.0065,0.0334,0.0646,-0.0691,0.0071
21996_39,0.1071,0.1002,0.1037,0.0034,0.1071,0.0069,0.0332,0.0644,-0.0688,0.0077
18031_11,0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
1009_25,0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
2110_15,0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
18480_11,0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
5373_15,0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
7157_16,0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
8267_7,0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
9222_24,0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
9308_32,0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
12564_38,0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
13185_34,0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
16571_13,0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
16699_13,0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
17723_30,0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
2702_24,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
3088_30,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
3902_39,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
3963_17,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
4560_20,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
5206_33,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
5641_33,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
19128_19,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
9776_18,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
9938_6,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
12535_18,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
12966_31,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
13603_36,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
13945_7,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
14640_12,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
15205_9,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
15674_39,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
16296_14,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
17369_20,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
17924_29,0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
7034_34,0.0455,0.1278,0.1321,0.0043,0.1364,0.0086,0.0324,0.0628,0.6443,0.0098
17950_26,0.1,0.0937,0.0969,0.0031,0.1,0.0063,0.0323,0.0625,-0.0667,0.0069
20028_26,0.1,0.0937,0.0969,0.0031,0.1,0.0063,0.0323,0.0625,-0.0667,0.0069
12258_35,0.1979,0.1758,0.1817,0.0058,0.1875,0.0117,0.0321,0.0622,-0.1256,0.0142
12911_35,0.1979,0.1758,0.1817,0.0058,0.1875,0.0117,0.0321,0.0622,-0.1256,0.0142
3154_33,0.2118,0.2345,0.2423,0.0077,0.25,0.0155,0.0319,0.0619,0.0969,0.0202
7578_29,0.1385,0.2094,0.2162,0.0068,0.2231,0.0137,0.0317,0.0614,0.3387,0.0173
8743_17,0.0667,0.1252,0.1293,0.0041,0.1333,0.0082,0.0316,0.0612,0.4674,0.0093
19261_23,0.1,0.0939,0.097,0.003,0.1,0.0061,0.0314,0.061,-0.0649,0.0067
7005_6,0.1,0.0939,0.097,0.003,0.1,0.0061,0.0314,0.061,-0.0649,0.0067
8111_40,0.1,0.0939,0.097,0.003,0.1,0.0061,0.0314,0.061,-0.0649,0.0067
9397_40,0.1,0.0939,0.097,0.003,0.1,0.0061,0.0314,0.061,-0.0649,0.0067
13431_12,0.1,0.0939,0.097,0.003,0.1,0.0061,0.0314,0.061,-0.0649,0.0067
7679_18,0.1071,0.1007,0.1039,0.0032,0.1071,0.0064,0.0309,0.06,-0.0638,0.0071
10742_41,0.2812,0.3895,0.4018,0.0123,0.4141,0.0245,0.0305,0.0592,0.278,0.0402
15983_30,0.2556,0.324,0.3342,0.0102,0.3444,0.0204,0.0305,0.0593,0.2113,0.0302
846_6,0.0588,0.1107,0.1142,0.0035,0.1176,0.0069,0.0304,0.0589,0.4687,0.0078
19517_18,0.0588,0.1107,0.1142,0.0035,0.1176,0.0069,0.0304,0.0589,0.4687,0.0078
19518_18,0.0588,0.1107,0.1142,0.0035,0.1176,0.0069,0.0304,0.0589,0.4687,0.0078
20602_18,0.0588,0.1107,0.1142,0.0035,0.1176,0.0069,0.0304,0.0589,0.4687,0.0078
23_29,0.1667,0.2382,0.2457,0.0074,0.2531,0.0149,0.0303,0.0588,0.3004,0.0195
9336_7,0.1833,0.4079,0.4206,0.0127,0.4333,0.0255,0.0303,0.0588,0.5505,0.043
12970_24,0.2556,0.2196,0.2265,0.0069,0.2333,0.0137,0.0303,0.0588,-0.1637,0.0176
15382_16,0.2556,0.2196,0.2265,0.0069,0.2333,0.0137,0.0303,0.0588,-0.1637,0.0176
15580_29,0.2556,0.2196,0.2265,0.0069,0.2333,0.0137,0.0303,0.0588,-0.1637,0.0176
1059_28,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
3274_16,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
18614_10,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
3421_26,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
4209_13,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
19005_21,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
5700_20,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
5778_31,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
6465_26,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
19389_30,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
7022_6,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
7030_38,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
7084_35,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
7649_16,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
19789_15,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
9406_17,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
20017_22,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
10296_21,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
10582_40,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
10774_11,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
11367_36,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
11568_19,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
11630_24,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
12475_41,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
12715_15,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
20919_15,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
14380_33,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
17670_31,0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
17055_14,0.1,0.0942,0.0971,0.0029,0.1,0.0058,0.0297,0.0576,-0.0611,0.0064
82_20,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
18028_17,0.2,0.178,0.1835,0.0054,0.1889,0.0108,0.0295,0.0574,-0.1233,0.0132
1266_37,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
2104_32,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
2585_38,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
2939_12,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
3578_36,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
4089_41,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
4062_11,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
4352_16,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
4393_32,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
5404_31,0.3176,0.3272,0.3371,0.0099,0.3471,0.0199,0.0295,0.0573,0.0291,0.0296
5410_31,0.3176,0.3272,0.3371,0.0099,0.3471,0.0199,0.0295,0.0573,0.0291,0.0296
5416_31,0.3176,0.3272,0.3371,0.0099,0.3471,0.0199,0.0295,0.0573,0.0291,0.0296
5420_31,0.3176,0.3272,0.3371,0.0099,0.3471,0.0199,0.0295,0.0573,0.0291,0.0296
5422_31,0.3176,0.3272,0.3371,0.0099,0.3471,0.0199,0.0295,0.0573,0.0291,0.0296
6119_33,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
6842_13,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
8507_25,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
8155_30,0.2,0.178,0.1835,0.0054,0.1889,0.0108,0.0295,0.0574,-0.1233,0.0132
8820_30,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
9151_41,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
10412_26,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
11201_12,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
11543_31,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
12654_17,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
13869_26,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
14042_18,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
14676_37,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
16077_32,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
16180_6,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
17179_24,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
17944_40,0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
4682_17,0,0.1347,0.1388,0.0041,0.1429,0.0081,0.0292,0.0568,1,0.0094
20799_26,0,0.1347,0.1388,0.0041,0.1429,0.0081,0.0292,0.0568,1,0.0094
3947_18,0.1778,0.16,0.1647,0.0047,0.1694,0.0094,0.0285,0.0555,-0.1108,0.0112
6383_32,0.1778,0.16,0.1647,0.0047,0.1694,0.0094,0.0285,0.0555,-0.1108,0.0112
8947_7,0.1778,0.16,0.1647,0.0047,0.1694,0.0094,0.0285,0.0555,-0.1108,0.0112
17798_14,0.1778,0.16,0.1647,0.0047,0.1694,0.0094,0.0285,0.0555,-0.1108,0.0112
17878_16,0.1778,0.16,0.1647,0.0047,0.1694,0.0094,0.0285,0.0555,-0.1108,0.0112
1574_25,0.0938,0.0886,0.0912,0.0026,0.0938,0.0052,0.0283,0.0551,-0.0584,0.0057
3439_37,0.2847,0.4921,0.5065,0.0144,0.5208,0.0287,0.0283,0.0551,0.4214,0.0565
5157_22,0.0938,0.0886,0.0912,0.0026,0.0938,0.0052,0.0283,0.0551,-0.0584,0.0057
